InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562046,84568,GIRLS ALPHABET IRON ON PATCHES ,288,8/2/2011 10:34,0.21,12378,Switzerland
562046,22332,SKULLS PARTY BAG + STICKER SET,8,8/2/2011 10:34,1.65,12378,Switzerland
562046,47599A,PINK PARTY BAGS,6,8/2/2011 10:34,2.1,12378,Switzerland
562046,22333,RETROSPOT PARTY BAG + STICKER SET,16,8/2/2011 10:34,1.65,12378,Switzerland
562046,22334,DINOSAUR PARTY BAG + STICKER SET,8,8/2/2011 10:34,1.65,12378,Switzerland
562046,21935,SUKI  SHOULDER BAG,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22374,AIRLINE BAG VINTAGE JET SET RED,4,8/2/2011 10:34,4.25,12378,Switzerland
562046,22371,AIRLINE BAG VINTAGE TOKYO 78,4,8/2/2011 10:34,4.25,12378,Switzerland
562046,21039,RED RETROSPOT SHOPPING BAG,12,8/2/2011 10:34,2.55,12378,Switzerland
562046,23000,TRAVEL CARD WALLET TRANSPORT,24,8/2/2011 10:34,0.42,12378,Switzerland
562046,20750,RED RETROSPOT MINI CASES,4,8/2/2011 10:34,7.95,12378,Switzerland
562046,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,8/2/2011 10:34,3.25,12378,Switzerland
562046,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,8/2/2011 10:34,3.25,12378,Switzerland
562046,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,8/2/2011 10:34,5.95,12378,Switzerland
562046,22449,SILK PURSE BABUSHKA PINK,6,8/2/2011 10:34,3.35,12378,Switzerland
562046,84912A,PINK ROSE WASHBAG,4,8/2/2011 10:34,3.75,12378,Switzerland
562046,22687,DOORMAT CHRISTMAS VILLAGE,2,8/2/2011 10:34,7.95,12378,Switzerland
562046,22737,RIBBON REEL CHRISTMAS PRESENT ,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,8/2/2011 10:34,1.65,12378,Switzerland
562046,23319,BOX OF 6 MINI 50'S CRACKERS,12,8/2/2011 10:34,2.49,12378,Switzerland
562046,22589,CARDHOLDER GINGHAM STAR,6,8/2/2011 10:34,2.55,12378,Switzerland
562046,23267,SET OF 4 SANTA PLACE SETTINGS,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,23101,SILVER STARS TABLE DECORATION,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23102,SILVER HEARTS TABLE DECORATION,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23129,HEART SHAPED HOLLY WREATH,4,8/2/2011 10:34,4.15,12378,Switzerland
562046,23223,CHRISTMAS TREE HANGING SILVER ,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23221,REINDEER HEART DECORATION SILVER,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,22945,CHRISTMAS METAL TAGS ASSORTED ,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,21098,CHRISTMAS TOILET ROLL,24,8/2/2011 10:34,1.25,12378,Switzerland
562046,23311,VINTAGE CHRISTMAS STOCKING ,12,8/2/2011 10:34,2.55,12378,Switzerland
562046,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,8/2/2011 10:34,1.45,12378,Switzerland
562046,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,8/2/2011 10:34,1.45,12378,Switzerland
562046,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,8/2/2011 10:34,8.5,12378,Switzerland
562046,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,8/2/2011 10:34,4.95,12378,Switzerland
562046,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,8/2/2011 10:34,7.95,12378,Switzerland
562046,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,8/2/2011 10:34,2.95,12378,Switzerland
562046,22857,ASSORTED EASTER GIFT TAGS,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,22148,EASTER CRAFT 4 CHICKS ,12,8/2/2011 10:34,1.95,12378,Switzerland
562046,22254,FELT TOADSTOOL LARGE,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,22255,FELT TOADSTOOL  SMALL,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/2/2011 10:34,3.75,12378,Switzerland
562046,22189,CREAM HEART CARD HOLDER,4,8/2/2011 10:34,3.95,12378,Switzerland
562046,22588,CARD HOLDER GINGHAM HEART,6,8/2/2011 10:34,2.89,12378,Switzerland
562046,22435,SET OF 9 HEART SHAPED BALLOONS,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,22434,BALLOON PUMP WITH 10 BALLOONS,8,8/2/2011 10:34,1.95,12378,Switzerland
562046,22436,12 COLOURED PARTY BALLOONS,20,8/2/2011 10:34,0.65,12378,Switzerland
562046,22930,BAKING MOULD HEART MILK CHOCOLATE,6,8/2/2011 10:34,2.55,12378,Switzerland
562046,47559B,TEA TIME OVEN GLOVE,10,8/2/2011 10:34,1.25,12378,Switzerland
562046,21154,RED RETROSPOT OVEN GLOVE ,10,8/2/2011 10:34,1.25,12378,Switzerland
562046,21212,PACK OF 72 RETROSPOT CAKE CASES,24,8/2/2011 10:34,0.55,12378,Switzerland
562046,20754,RETROSPOT RED WASHING UP GLOVES,6,8/2/2011 10:34,2.1,12378,Switzerland
562046,22852,DOG BOWL VINTAGE CREAM,4,8/2/2011 10:34,4.25,12378,Switzerland
562046,23183,MOTHER'S KITCHEN SPOON REST ,6,8/2/2011 10:34,3.75,12378,Switzerland
562046,22981,PANTRY APPLE CORER,12,8/2/2011 10:34,1.45,12378,Switzerland
562046,22982,PANTRY PASTRY BRUSH,12,8/2/2011 10:34,1.25,12378,Ukraine
562046,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,8/2/2011 10:34,1.25,12378,Ukraine
562046,84378,SET OF 3 HEART COOKIE CUTTERS,12,8/2/2011 10:34,1.25,12378,Ukraine
562046,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,8/2/2011 10:34,2.1,12378,Ukraine
562046,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,8/2/2011 10:34,1.25,12378,Ukraine
562046,22966,GINGERBREAD MAN COOKIE CUTTER,12,8/2/2011 10:34,1.25,12378,Ukraine
562046,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,8/2/2011 10:34,2.1,12378,Ukraine
562046,20725,LUNCH BAG RED RETROSPOT,20,8/2/2011 10:34,1.65,12378,Ukraine
562046,20728,LUNCH BAG CARS BLUE,10,8/2/2011 10:34,1.65,12378,Ukraine
562046,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,8/2/2011 10:34,2.55,12378,Ukraine
562046,21558,SKULL LUNCH BOX WITH CUTLERY ,6,8/2/2011 10:34,2.55,12378,Ukraine
562046,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,8/2/2011 10:34,2.95,12378,Ukraine
562046,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,8/2/2011 10:34,2.55,12378,Ukraine
562046,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,8/2/2011 10:34,2.95,12378,Ukraine
562046,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,8/2/2011 10:34,4.95,12378,Ukraine
562046,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,8/2/2011 10:34,1.65,12378,Ukraine
562046,22629,SPACEBOY LUNCH BOX ,12,8/2/2011 10:34,1.95,12378,Ukraine
562046,22383,LUNCH BAG SUKI DESIGN ,10,8/2/2011 10:34,1.65,12378,Ukraine
562046,22384,LUNCH BAG PINK POLKADOT,10,8/2/2011 10:34,1.65,12378,Ukraine
562046,22631,CIRCUS PARADE LUNCH BOX ,12,8/2/2011 10:34,1.95,12378,Ukraine
562046,23206,LUNCH BAG APPLE DESIGN,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22659,LUNCH BOX I LOVE LONDON,12,8/2/2011 10:34,1.95,12378,Switzerland
562046,23207,LUNCH BAG ALPHABET DESIGN,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,23209,LUNCH BAG DOILEY PATTERN ,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22990,COTTON APRON PANTRY DESIGN,2,8/2/2011 10:34,4.95,12378,Switzerland
562046,47567B,TEA TIME KITCHEN APRON,3,8/2/2011 10:34,5.95,12378,Switzerland
562046,47591D,PINK FAIRY CAKE CHILDRENS APRON,16,8/2/2011 10:34,1.95,12378,Switzerland
562046,23252,VINTAGE RED ENAMEL TRIM JUG ,4,8/2/2011 10:34,3.75,12378,Italy
562046,23251,VINTAGE RED ENAMEL TRIM MUG ,12,8/2/2011 10:34,1.25,12378,Italy
562046,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,8/2/2011 10:34,1.25,12378,Italy
562046,23249,VINTAGE RED ENAMEL TRIM PLATE,12,8/2/2011 10:34,1.65,12378,Italy
562046,22839,3 TIER CAKE TIN GREEN AND CREAM,1,8/2/2011 10:34,14.95,12378,Italy
562046,22838,3 TIER CAKE TIN RED AND CREAM,1,8/2/2011 10:34,14.95,12378,Italy
562046,22841,ROUND CAKE TIN VINTAGE GREEN,2,8/2/2011 10:34,7.95,12378,Italy
562046,22840,ROUND CAKE TIN VINTAGE RED,2,8/2/2011 10:34,7.95,12378,Italy
562046,22846,BREAD BIN DINER STYLE RED ,1,8/2/2011 10:34,16.95,12378,Italy
562046,21086,SET/6 RED SPOTTY PAPER CUPS,48,8/2/2011 10:34,0.65,12378,Italy
562046,21936,RED RETROSPOT PICNIC BAG,5,8/2/2011 10:34,2.95,12378,Italy
562046,21094,SET/6 RED SPOTTY PAPER PLATES,48,8/2/2011 10:34,0.85,12378,Italy
562046,21988,PACK OF 6 SKULL PAPER PLATES,12,8/2/2011 10:34,0.85,12378,Italy
562046,21987,PACK OF 6 SKULL PAPER CUPS,12,8/2/2011 10:34,0.65,12378,Italy
562046,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,48,8/2/2011 10:34,0.85,12378,Italy
562046,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,8/2/2011 10:34,0.85,12378,Italy
562046,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,8/2/2011 10:34,0.85,12378,Italy
562046,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,8/2/2011 10:34,0.85,12378,Italy
562046,21989,PACK OF 20 SKULL PAPER NAPKINS,24,8/2/2011 10:34,0.85,12378,Italy
562046,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,8/2/2011 10:34,15.95,12378,Italy
562046,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,8/2/2011 10:34,0.62,12378,Italy
562046,21242,RED RETROSPOT PLATE ,24,8/2/2011 10:34,1.69,12378,Italy
562046,21244,BLUE POLKADOT PLATE ,16,8/2/2011 10:34,1.69,12378,Italy
562046,21245,GREEN POLKADOT PLATE ,8,8/2/2011 10:34,1.69,12378,Italy
562046,21243,PINK  POLKADOT PLATE ,16,8/2/2011 10:34,1.69,12378,Italy
536365,85123A,WHITE METAL LANTERN,6,12/1/2010 8:26,3.39,17850,United Kingdom
536365,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 8:26,2.75,17850,United Kingdom
536365,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 8:26,3.39,17850,United Kingdom
536365,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 8:26,3.39,17850,United Kingdom
536365,84029G,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 8:26,7.65,17850,United Kingdom
536365,84029G,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 8:26,4.25,17850,United Kingdom
536366,84029G,HAND WARMER UNION JACK,6,12/1/2010 8:28,1.85,17850,United Kingdom
536366,85123A,HAND WARMER RED POLKA DOT,6,12/1/2010 8:28,1.85,17850,United Kingdom
536367,85123A,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 8:34,1.69,13047,United Kingdom
536367,85123A,POPPY'S PLAYHOUSE BEDROOM ,6,12/1/2010 8:34,2.1,13047,United Kingdom
536367,84406B,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 8:34,2.1,13047,United Kingdom
536367,84406B,FELTCRAFT PRINCESS CHARLOTTE DOLL,-4,12/1/2010 8:34,3.75,13047,United Kingdom
536389,22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2010 10:03,8.5,12431,Australia
536389,21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2010 10:03,4.95,12431,Australia
536389,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/1/2010 10:03,1.25,12431,Australia
536389,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/2010 10:03,5.45,12431,Australia
536389,35004G,SET OF 3 GOLD FLYING DUCKS,4,12/1/2010 10:03,6.35,12431,Australia
536389,85014B,RED RETROSPOT UMBRELLA,6,12/1/2010 10:03,5.95,12431,Australia
536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2010 10:03,5.95,12431,Australia
536389,22193,RED DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431,Australia
536389,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2010 10:03,3.75,12431,Australia
536389,22727,ALARM CLOCK BAKELIKE RED ,4,12/1/2010 10:03,3.75,12431,Australia
536389,22192,BLUE DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431,Australia
536389,22191,IVORY DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431,Australia
536389,22195,LARGE HEART MEASURING SPOONS,24,12/1/2010 10:03,1.65,12431,Australia
536389,22196,SMALL HEART MEASURING SPOONS,24,12/1/2010 10:03,0.85,12431,Australia
536403,22867,HAND WARMER BIRD DESIGN,96,12/1/2010 11:27,1.85,12791,Netherlands
536403,POST,POSTAGE,1,12/1/2010 11:27,15,12791,Netherlands
536370,22728,ALARM CLOCK BAKELIKE PINK,24,12/1/2010 8:45,3.75,12583,France
536370,22727,ALARM CLOCK BAKELIKE RED ,24,12/1/2010 8:45,3.75,12583,France
536370,22726,ALARM CLOCK BAKELIKE GREEN,12,12/1/2010 8:45,3.75,12583,France
536370,21724,PANDA AND BUNNIES STICKER SHEET,12,12/1/2010 8:45,0.85,12583,France
536370,21883,STARS GIFT TAPE ,24,12/1/2010 8:45,0.65,12583,France
536370,10002,INFLATABLE POLITICAL GLOBE ,48,12/1/2010 8:45,0.85,12583,France
536370,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,12/1/2010 8:45,1.25,12583,France
536370,21035,SET/2 RED RETROSPOT TEA TOWELS ,18,12/1/2010 8:45,2.95,12583,France
536370,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,12/1/2010 8:45,2.95,12583,France
536370,22629,SPACEBOY LUNCH BOX ,24,12/1/2010 8:45,1.95,12583,France
536370,22659,LUNCH BOX I LOVE LONDON,24,12/1/2010 8:45,1.95,12583,France
536370,22631,CIRCUS PARADE LUNCH BOX ,24,12/1/2010 8:45,1.95,12583,France
536370,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,12/1/2010 8:45,0.85,12583,France
536370,21731,RED TOADSTOOL LED NIGHT LIGHT,24,12/1/2010 8:45,1.65,12583,France
536370,22900, SET 2 TEA TOWELS I LOVE LONDON ,24,12/1/2010 8:45,2.95,12583,France
536370,21913,VINTAGE SEASIDE JIGSAW PUZZLES,12,12/1/2010 8:45,3.75,12583,France
536370,22540,MINI JIGSAW CIRCUS PARADE ,24,12/1/2010 8:45,0.42,12583,France
536370,22544,MINI JIGSAW SPACEBOY,24,12/1/2010 8:45,0.42,12583,France
536370,22492,MINI PAINT SET VINTAGE ,36,12/1/2010 8:45,0.65,12583,France
536370,POST,POSTAGE,3,12/1/2010 8:45,18,12583,France
562045,23198,PANTRY MAGNETIC  SHOPPING LIST,12,8/2/2011 10:33,1.45,12644,Germany
562045,23245,SET OF 3 REGENCY CAKE TINS,4,8/2/2011 10:33,4.95,12644,Germany
562045,23295,SET OF 12 MINI LOAF BAKING CASES,8,8/2/2011 10:33,0.83,12644,Germany
562045,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,8/2/2011 10:33,0.83,12644,Germany
562045,23296,SET OF 6 TEA TIME BAKING CASES,8,8/2/2011 10:33,1.25,12644,Germany
562045,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,8/2/2011 10:33,0.55,12644,Germany
562045,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,8/2/2011 10:33,1.65,12644,Germany
562045,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,8/2/2011 10:33,0.55,12644,Germany
562045,23319,BOX OF 6 MINI 50'S CRACKERS,6,8/2/2011 10:33,2.49,12644,Germany
562045,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,8/2/2011 10:33,0.85,12644,Germany
562045,22961,JAM MAKING SET PRINTED,12,8/2/2011 10:33,1.45,12644,Germany
562045,22962,JAM JAR WITH PINK LID,12,8/2/2011 10:33,0.85,12644,Germany
562045,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8/2/2011 10:33,8.5,12644,Germany
562045,23298,SPOTTY BUNTING,3,8/2/2011 10:33,4.95,12644,Germany
562045,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,8/2/2011 10:33,3.25,12644,Germany
562045,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,8/2/2011 10:33,4.95,12644,Germany
562045,22979,PANTRY WASHING UP BRUSH,12,8/2/2011 10:33,1.45,12644,Germany
562045,22980,PANTRY SCRUBBING BRUSH,12,8/2/2011 10:33,1.65,12644,Germany
562045,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,8/2/2011 10:33,1.25,12644,Germany
562045,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,8/2/2011 10:33,0.62,12644,Germany
562045,22423,REGENCY CAKESTAND 3 TIER,1,8/2/2011 10:33,12.75,12644,Germany
562045,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/2/2011 10:33,4.15,12644,Germany
562045,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,8/2/2011 10:33,4.15,12644,Germany
562045,23256,CHILDRENS CUTLERY SPACEBOY ,4,8/2/2011 10:33,4.15,12644,Germany
562045,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,8/2/2011 10:33,4.15,12644,Germany
562045,21121,SET/10 RED POLKADOT PARTY CANDLES,24,8/2/2011 10:33,1.25,12644,Germany
562045,23167,SMALL CERAMIC TOP STORAGE JAR ,12,8/2/2011 10:33,0.83,12644,Germany
562045,21880,RED RETROSPOT TAPE,12,8/2/2011 10:33,0.65,12644,Germany
562045,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,8/2/2011 10:33,1.65,12644,Germany
562045,22094,RED RETROSPOT TISSUE BOX,36,8/2/2011 10:33,0.39,12644,Germany
562045,22752,SET 7 BABUSHKA NESTING BOXES,2,8/2/2011 10:33,8.5,12644,Germany
562046,22747,POPPY'S PLAYHOUSE BATHROOM,6,8/2/2011 10:34,2.1,12378,Russia
562046,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,8/2/2011 10:34,0.85,12378,Russia
562046,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,8/2/2011 10:34,2.1,12378,Russia
562046,22748,POPPY'S PLAYHOUSE KITCHEN,6,8/2/2011 10:34,2.1,12378,Russia
562046,22550,HOLIDAY FUN LUDO,4,8/2/2011 10:34,3.75,12378,Russia
562046,22619,SET OF 6 SOLDIER SKITTLES,8,8/2/2011 10:34,3.75,12378,Russia
562046,23229,VINTAGE DONKEY TAIL GAME ,6,8/2/2011 10:34,3.75,12378,Russia
562046,23080,RED METAL BOX TOP SECRET,2,8/2/2011 10:34,8.25,12378,Russia
562046,84568,GIRLS ALPHABET IRON ON PATCHES ,288,8/2/2011 10:34,0.21,12378,Russia
562046,22332,SKULLS PARTY BAG + STICKER SET,8,8/2/2011 10:34,1.65,12378,Russia
562046,47599A,PINK PARTY BAGS,6,8/2/2011 10:34,2.1,12378,Russia
562046,22333,RETROSPOT PARTY BAG + STICKER SET,16,8/2/2011 10:34,1.65,12378,Russia
562046,22334,DINOSAUR PARTY BAG + STICKER SET,8,8/2/2011 10:34,1.65,12378,Russia
562046,21935,SUKI  SHOULDER BAG,10,8/2/2011 10:34,1.65,12378,Russia
562046,22374,AIRLINE BAG VINTAGE JET SET RED,4,8/2/2011 10:34,4.25,12378,Russia
562046,22371,AIRLINE BAG VINTAGE TOKYO 78,4,8/2/2011 10:34,4.25,12378,Russia
562046,21039,RED RETROSPOT SHOPPING BAG,12,8/2/2011 10:34,2.55,12378,Russia
562046,23000,TRAVEL CARD WALLET TRANSPORT,24,8/2/2011 10:34,0.42,12378,Switzerland
562046,20750,RED RETROSPOT MINI CASES,4,8/2/2011 10:34,7.95,12378,Switzerland
562046,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,8/2/2011 10:34,3.25,12378,Switzerland
562046,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,8/2/2011 10:34,3.25,12378,Switzerland
562046,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,8/2/2011 10:34,4.95,12378,Switzerland
562046,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,8/2/2011 10:34,5.95,12378,Switzerland
562046,22449,SILK PURSE BABUSHKA PINK,6,8/2/2011 10:34,3.35,12378,Switzerland
562046,84912A,PINK ROSE WASHBAG,4,8/2/2011 10:34,3.75,12378,Switzerland
562046,22687,DOORMAT CHRISTMAS VILLAGE,2,8/2/2011 10:34,7.95,12378,Switzerland
562046,22737,RIBBON REEL CHRISTMAS PRESENT ,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,8/2/2011 10:34,1.65,12378,Switzerland
562046,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,8/2/2011 10:34,1.65,12378,Switzerland
562046,23319,BOX OF 6 MINI 50'S CRACKERS,12,8/2/2011 10:34,2.49,12378,Switzerland
562046,22589,CARDHOLDER GINGHAM STAR,6,8/2/2011 10:34,2.55,12378,Switzerland
562046,23267,SET OF 4 SANTA PLACE SETTINGS,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,23101,SILVER STARS TABLE DECORATION,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23102,SILVER HEARTS TABLE DECORATION,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23129,HEART SHAPED HOLLY WREATH,4,8/2/2011 10:34,4.15,12378,Switzerland
562046,23223,CHRISTMAS TREE HANGING SILVER ,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,23221,REINDEER HEART DECORATION SILVER,12,8/2/2011 10:34,0.83,12378,Switzerland
562046,22945,CHRISTMAS METAL TAGS ASSORTED ,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,21098,CHRISTMAS TOILET ROLL,24,8/2/2011 10:34,1.25,12378,Switzerland
562046,23311,VINTAGE CHRISTMAS STOCKING ,12,8/2/2011 10:34,2.55,12378,Switzerland
562046,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,8/2/2011 10:34,1.45,12378,Switzerland
562046,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,8/2/2011 10:34,1.45,12378,Switzerland
562046,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,8/2/2011 10:34,8.5,12378,Switzerland
562046,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,8/2/2011 10:34,4.95,12378,Switzerland
562046,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,8/2/2011 10:34,7.95,12378,Switzerland
562046,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,8/2/2011 10:34,2.95,12378,Switzerland
562046,22857,ASSORTED EASTER GIFT TAGS,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,22148,EASTER CRAFT 4 CHICKS ,12,8/2/2011 10:34,1.95,12378,Switzerland
562046,22254,FELT TOADSTOOL LARGE,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,22255,FELT TOADSTOOL  SMALL,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/2/2011 10:34,3.75,12378,Switzerland
562046,22189,CREAM HEART CARD HOLDER,4,8/2/2011 10:34,3.95,12378,Switzerland
562046,22588,CARD HOLDER GINGHAM HEART,6,8/2/2011 10:34,2.89,12378,Switzerland
562046,22435,SET OF 9 HEART SHAPED BALLOONS,12,8/2/2011 10:34,1.25,12378,Switzerland
562046,22434,BALLOON PUMP WITH 10 BALLOONS,8,8/2/2011 10:34,1.95,12378,Switzerland
562046,22436,12 COLOURED PARTY BALLOONS,20,8/2/2011 10:34,0.65,12378,Switzerland
562046,22930,BAKING MOULD HEART MILK CHOCOLATE,6,8/2/2011 10:34,2.55,12378,Switzerland
562046,47559B,TEA TIME OVEN GLOVE,10,8/2/2011 10:34,1.25,12378,Switzerland
562046,21154,RED RETROSPOT OVEN GLOVE ,10,8/2/2011 10:34,1.25,12378,Switzerland
562046,21212,PACK OF 72 RETROSPOT CAKE CASES,24,8/2/2011 10:34,0.55,12378,Switzerland
562046,20754,RETROSPOT RED WASHING UP GLOVES,6,8/2/2011 10:34,2.1,12378,Switzerland
562046,22852,DOG BOWL VINTAGE CREAM,4,8/2/2011 10:34,4.25,12378,Switzerland
